,sentimen,text
,Negative,Pemerintah Indonesia di fase awal Pandemi Covid-19 #COVID2019pic.twitter.com/F4pMYkPoTT
,Neutral,Pemerintah Indonesia beruntung punya rakyat yang baik dan rela menggalang dana sendiri untuk menanggulangi persoalan covid-19
,Neutral,Pemerintah Indonesia beruntung punya rakyat yang baik dan rela menggalang dana sendiri untuk menanggulangi persoalan covid-19
,Negative,"Pemerintah Indonesia benerÂ² questionable banget bisa atau enggaknya ngurus Negativeara. Kalo kagak bisa ngurus Negativeara ya turun aja, overhaul semua sistem Negativeara ini, ini Negativeara udah busuk sampe ke akarÂ²nya, pemerintahan pusat gak becus buat nangkal covid-19 yang udah nyebar ke indo..."
,Negative,"Pemerintah Indonesia awalnya meremehkan covid19.  Feb 2020, Menkes Terawan menolak saran perhitungan dari Universitas Harvard yg mempertanyakan klaim ""tidak ada kasus COVID-19 di Indonesia"" dan  justru meNegativeaskan pentingnya ""berdoa"" demi mencegah virus. https://kumparan.com/kumparansains/informasi-virus-corona-di-indonesia-tidak-transparan-data-pusat-dan-daerah-beda-1tDPX9BZzkFÂ â€¦"
,Negative,Pemerintah Indonesia (cq Kemenkes) memang amat-sangat tergagap! menghadapi Covid-19. Namun itu bukan alasan untuk menghadirkan narasi-narasi yang keliru. Salam    Sumber: https://twitter.com/KKMPutrajaya/status/1246002063479209984?s=19Â â€¦ https://covid19.kemkes.go.id/situasi-infeksi-emerging/info-corona-virus/situasi-terkini-perkembangan-coronavirus-disease-covid-19-4-april-2020/#.XotL3CDmiDYÂ â€¦
,Negative,"Pemerintah hrs tegas dan kerahkan slrh sumber daya agar penularan Covid-19 dpt diminimalisir. Klo gk tegas, ditmbh dngn sifat rkyt yg tdk bs disiplin, maka Indonesia bs jadi Negativeara dngn Positiveitif Covid terbnyk. Ditmbh dngn minimnya sarana dan prasarana medis, maka korban akan bnyk."
,Neutral,Pemerintah harusnya batalkan proyek pemindahan ibukota Negativeara. #Realokasikan biaya proyek utk tangani dampak covid 19 di Indonesia. #batalkanproyekpindahibukota #realokasianggaranuntukrakyat @jokowi @KemenkeuRI @BappenasRI @DPR_RI @perekonomianri @KemenPU
,Negative,"Pemerintah harus Tegas! @jokowi @wapres_ri kebijakan jangan menjadi bulan-bulanan pemangku kepentingan, yg mnkn memiliki kepentingan @kemenkomarves @bkpm bangsa berpacu dg waktu, gagal berarti Covid-19 terus memakan korban @DPR_RI @mprgoid @BNPB_Indonesia na'uzubillahi minzalik"
,Neutral,"Pemerintah harus ngambil langkah cepat, tepat. Kalau ga, bakal kalah sama covid-19 dan kesiapan tim medis yang masih kurang di Indonesia gak hanya di Jakarta. https://twitter.com/NarasiNewsroom/status/1240090034344095744Â â€¦"
,Negative,Pemerintah harus mengambil tindakan tegas guna menyelamatkan nyawa warga Negativearanya.  Jumlah orang yang Positiveitif terinfeksi virus corona (COVID-19) diÂ Indonesia terus bertambah dengan signifikan.    #LockDownNasionalSerentak #LockDownNasionalSerentakhttps://www.cnbcindonesia.com/news/20200327155007-4-147997/kasus-corona-terbanyak-jabodetabek-harus-lockdownÂ â€¦
,Negative,"Pemerintah harus melakukan upaya yang serius dalam menangani covid 19 Pemerintah jg harus bisa menjamin kebutuhan hidup rakyatnya, bisa memberi perlindungan kepada rakyatnya, Dan melengkapi kebutuhan kesehatan.   #harussssssss #janganbercandainiserius"
,Neutral,Pemerintah harus lebih agresif dalam penanganan covid-19 dan melibatkan semua kekuatan medis termasuk rs swasta dengab biaya dari pemerintah @BNPB_Indonesia @KSPgoid @KemenkesRI @jokowi @fadjroeL
,Positive,Pemerintah Gratiskan Listrik selama 3 bulan   #BersatuMelawanCorona #Indonesia #Covid-19 #IndonesiaMajupic.twitter.com/0jBuk1LJjX
,Negative,"Pemerintah gak serius nanggepin covid-19. Sama seperti yg dilakukan Italia awal2 penyebaran covid-19 lalu, dan sekarang gimana Italia. Indonesia mau niru Italia? Tinggal nunggu waktu kalo gini ceritanya."
,Positive,"Pemerintah gak bisa ngasal nge lock down suatu wilayah , banyak dampak yang terjadi perlu analisis lebih lanjut kalau mau isolasi suatu wilayah , apalagi ekonomi kita lagi resesi jadi gak semudah itu"
,Neutral,"Pemerintah ga lock down aja banyak yg kena dampak. Staff hotel, airline, travel agent, resto, caffe, bahkan warung2 kecil, ojol pada kena dampaknya. PHK. Sepi orderan. Ayolah jgan egois minta lock down aja, banyak banget org masih butuh menyambung hidup "
,Negative,"Pemerintah didalm penanganan Pra Covid-19 di Indonesia dinilai sngat lmbat  didam menyikapi keadaan ,pencegahan  Covid-19 salah satunya adalah mengenai Peralatan test kit untuk Covid-18?bagaimanakah pemerintah kita mengambil sampel nya yang bukan hanya dari screen suhu tubuh saja"
,Negative,"Pemerintah didalm penanganan Pra Covid-19 di Indonesia dinilai sngat lmbat  didam menyikapi keadaan ,pencegahan  Covid-19 salah satunya adalah mengenai Peralatan test kit untuk Covid-18?bagaimanakah pemerintah kita mengambil sampel nya yang bukan hanya dari screen suhu tubuh saja"
,Negative,"pemerintah dan semua masyarakat yang sesumbar pas bilang COVID-19 nggak akan masuk ke Indonesia karena kalah sama masuk angin, endorse yutuber, tetap mengizinkan wisman masuk, etc etc, semoga semua dilindungi oleh Yang Maha Kuasa"
,Positive,"Pemerintah dan rakyat Indonesia bekerja keras utk mengatasi ancaman Virus Covid 19, sebaliknya sebagian kecil mereka masih belum move on. Kritik itu perlu, ttp kritik beda dengan nyinyir. Politisasi berjalan tanpa rasa kemanusiaan. Klaim kebenaran sepihak."
,Negative,Pemerintah dan DPR sudah seharusnya Stop Pembahasan Omnibus Law.. Utamakan Kesehatan dan Keselamatan Rakyat Indonesia dari pandemik Covid-19.  #TolakOmnibuslawpic.twitter.com/wPjTqzdX0r
,Positive,"Pemerintah dalam memberlakukan kebijakan adalah utk seluruh warga Negativeara Indonesia. Ayo Bersama Dukung Pemerintah Melawan Covid-19 PLN sangat mendukung pelaksanakan kebijakan Pemerintah yg disampaikan oleh Presiden Joko Widodo,â€ (Direktur Utama PLN Zulkifli) @mediaindonesiahttps://twitter.com/msaid_didu/status/1244934042450948097Â â€¦"
,Positive,"Pemerintah bukan tidak peduli tentang banyak nya kasus baru setiap hari nya, tapi yang di fikirkan pemerintah adalah dampak jangka panjang untuk kesejahteraan rakyat nya. Kalau lockdown nanti yang miskin makin miskin, yang kaya jadi miskin. Kan nanti Negativeara juga yang repot"
,Positive,"Pemerintah buat aturan ini bukan untuk kepentingan pribadi, tapi untuk kita semua untuk indonesia, biar Negativeara kita bebas dgn virus Covid-19 ini, ayolah kesadaran diri kalian, bantu kami (tenaga medis) dgn cara dirumah aja."
,Negative,Pemerintah bisa ga ya menutup akses WNA yg dtg ke Indonesia saat ini ?? Terutama dari China. Gimana masalah #Covid_19 mau selesai kalo dari luar terus berdatangan. https://twitter.com/idtodayco/status/1243559734470496257Â â€¦
,Neutral,"Pemerintah Amerika telah akan segera memulai bantuan langsung keuangan Utk Rakyatnya,kapan Indonesia Utk segera merealisasikan Bantuan tunai langsung kepada masyarakat terdampak COVID-19. Cc.@jokowi & @BNPB_Indonesia https://www.facebook.com/5550296508/Positivets/10160620173071509/?sfnsn=wiwspmo&extid=sFpKLnZmPQViV94XÂ â€¦"
,Positive,Pemberlakuan Pembatasan Sosiaka Berskala Besar.. Setidaknya Pemerintah sudah mengeluarkan sebuah kebijakan untuk mengatasi penyebaran Virus Covid 19 di Indonesia.. #VirusCorona #IndonesiaLawanCovid19 #SatukanVisiCekalCoronapic.twitter.com/bdB3T139q0
,Positive,"Pembatasan sosial oleh pemerintah, semoga menumbuhkan jiwa da solidaritas sosial antar sesama masyarakat indonesia untuk memerangi covid-19. Ayo saatnya bersatu utk NKRI."
,Positive,Pembatasan Sosial Berskala Besar (PSBB) merupakan upaya pemerintah dalam rangka memutus rantai penyebaran virus dan percepatan penanganan covid -19 di Indonesia #dirumahaja demi kebaikan bersama kan? #BersamaLawanCovid19pic.twitter.com/XCCiUF8qZy
,Neutral,Pembangunan RS Siloam Covid-19 di lokasi Apartemen Nine Residence Lippo Plaza Mampang HARUS dihentikan demi membantu pemerintah mencegah penyebaran virus #Covid_19. @BNPB_Indonesia @jokowi #9ResidenceBukanRS #JumatBerkah #AyoBijakCegahCorona
,Negative,"Pejabat dan pemerintah Negativeara lain ketita wabah Covid-19  Italy, Prancis, Filipina, Malaysia, (bahkan) China = LOCKDOWN Indonesia = TKA dari China masuk Indo biasa aja dan puraÂ² ga tau.. dan yang ngevideoin dituduh penyebar hoax . . . Hebat kan.... penyakit dipersilakan masuk  https://twitter.com/Dennysiregar7/status/1239107208341639169Â â€¦"
,Negative,"Pdhl ini yg ditunggu2 oleh rakyat Indonesia sebelum pemerintah buka rekening donasi, pdhl ktnya PNS Kota Bekasi setelah dipotong utk gaji peg honorer, skg mau dipotong lg utk bantu penanganan Covid 19, dipikir gajo PNS gede kali ya"
,Neutral,Pdhl dampak lockdown itu parah kecuali kl pemerintah udh siap dr segi kebutuhan & segalanya
,Positive,"Pastilah pemerintah sudah memikirkan dampak dari pemberlakuan lockdown, makanya pemerintah pasti ga mau membabi buta umumkan status darurat...bukannya ga mau transparan atau hanya mementingkan ekonomi. Lebih dari itu semua aspek di pertimbangkan."
,Positive,Pasti salah survey nya nih...masa didunia Indonesia mantap krena kepercayaan rakyat penanganan Virus #Covid_19 oleh Pak Jokowi dan pemerintah 80% sedangkan para #BangsatBangsa menghujat #KeepStrongMyPresident #KeepTheFaith #KeepYourDistancepic.twitter.com/hJ7R7z6Cmu
,Negative,Pasti lah..Saya juga ikut merasakannya. Di tv Banyak yg janji mau ngasih bantuan buat rakyat yg kurang mampu..Sampe saat ini cuma omdo doank...!!  Saya juga yg wirausaha kena Dampak...lg pula Dollar meroket.
,Negative,Para tenaga medis BERHAK mendapatkan APD lengkap dan Pemerintah BERKEWAJIBAN menyediakan APD lengkap untuk para tenaga medis yg berjuang merawat PDP dan pasien COVID-19. Itu kalau Pemerintah RI mau serius menangani penularan COVID-19 di Indonesia.
,Positive,Para Covid 19 segera mudik...Indonesia aman...ayoo...kita usir mereka dengan Patuhi Himbauan Pemerintah #jatimbergerak #jatim #lawancovid19 #jatimsehat #poldajatim #humaspoldajatim #kabidhumaspoldajatim #kabidhumas #poldajatim #jolaliguyublur #guyublur #jogojawatimur #guyubpic.twitter.com/pmewelI5WA
,Neutral,"Pandangan saya tentang pandemi COVID-19 di Indonesia. Pada akhirnya saya merekomendasikan dua hal kepada pemerintah, 1) Karantina wilayah parsial, 2)Percepatan pembuatan vaksin. Jika tertarik, silahkan dibaca. Kita akan menuju klimaks dari COVID-19.  https://kalaubelajarjanganbosan.blogspot.com/2020/03/cara-indonesia-melawan-covid-19-saat-ini.html?m=1Â â€¦."
,Negative,Pandangan dua sisi yg sangat berbeda tetapi berpengaruh besar....  Salut Presiden Ghana.  Indonesia masih memikirkan dampak dari lockdown. https://twitter.com/CyberSkuad/status/1243966664518938626Â â€¦
,Negative,Paling ga paham ama keputusan pemerintah Indonesia bebasin napi buat mengurangi penyebaran covid. Baru kali ini kecewa berat ama pemerintah dengan "ketidak masuk akalannya" dalam memerangi covid-19.
,Positive,"palagi yg ngucap teriak lockdown, gk phm bgmn dampak nya lebih besar dari virus nya klau gk di persiapkan secara benar, imbas nya menyeluruh gk cmn yg kaya aset nguap ntah kmn, yg miskin lebih brutal lg jd kalau gk phm sntai ikuti arahan Pemerintah jgn dkit2 saling menyalahkan"
,Negative,PakSenator kenapa semua bantuan utk wabah covid-19 ini SEMUANYA DGN SYARAT. Tolong lah pak jendral dari pemerintah pusat sampe pemerintah daerah bantuannya DENGAN SYARAT & KETENTUAN BERLAKU.  Ada apa dengan Negativeara Indonesia apa memang watak kita lebih sadis dr Negativeri tetangga?
,Negative,"Pakde @jokowi lakukan lockdown segera!!, china berhasil meminimalisir dampak corona.Pasar telah bereaksi Negativeatif akan wabah ini, ini terjadi di se antero jagad.tindakan tegas di perlukan buat selamatkan warga kita.jgn lamban pak de.. https://www.idntimes.com/news/indonesia/candra-irawan-2/breaking-pasar-dunia-goncang-jokowi-indonesia-tak-bisa-melawan-nasional?utm_source=BaBe&utm_medium=BaBe&utm_campaign=BaBeÂ â€¦"
,Negative,"Pak.. waktu bapak bilang Corona tdk masuk Indonesia, saya tenang n percaya, tapi faktanya sekarang terlambat semua. Skrg bapak tidak ambil langkah lockdown, apa saya hrs tenang? Dana bukannya ada pak? Dana pindah ibukota, dana influencer, smua bs dialihkan dl utk dampak lockdown"
,Negative,"pak, kenapa batam? padahal epicentrum penyebaran covid-19 indonesia di jakarta,ada tanah pemerintah seluas 20ha juga di pulau jawa. lalu, kenapa istana menolak usul pemprov dki soal karantina wilayah di dki jakarta, yang mana bisa menekan angka penyebaran. semangat pak smg amanah"
,Positive,Pak prs Jokowi benar lockdown hanya menambah masalah pada Negativeara berkembang terutama (masalah ekonomi dampak utama) #lockdown https://twitter.com/detikcom/status/1252960984244924416Â â€¦
,Positive,Pak prs Jokowi benar lockdown hanya menambah masalah pada Negativeara berkembang terutama (masalah ekonomi dampak utama) #lockdown https://twitter.com/detikcom/status/1252960984244924416Â â€¦
,Neutral,pak president @jokowi sedang mewabahnya covid 19 sekarang ini banyak rakyat miskin dan para ojek online susah mencari uang untuk makan sehari-hari seharusnya pemerintah segera mengucurkan dana bantuan berupa uang dan sembako selama penangganan covid 19 di indonesia sampai membaik
,Neutral,pak president @jokowi sedang mewabahnya covid 19 sekarang ini banyak rakyat miskin dan para ojek online susah mencari uang untuk makan sehari-hari seharusnya pemerintah segera mengucurkan dana bantuan berupa uang dan sembako selama penangganan covid 19 di indonesia sampai membaik
,Neutral,pak president @jokowi sedang mewabahnya covid 19 sekarang ini banyak rakyat miskin dan para ojek online susah mencari uang untuk makan sehari-hari seharusnya pemerintah segera mengucurkan dana bantuan berupa uang dan sembako selama penangganan covid 19 di indonesia sampai membaik
,Neutral,pak president @jokowi dengan adanya wabah covid 19 di indonesia banyak rakyat bawah ojek online susah mencari uang tuk makan sehari-hari seharusnya pemerintah segera memerintahkan setiap perusahaannya tuk memberikan dana bantuan berupa uang dan sembako selama penangganan covid 19 https://twitter.com/TRANS7/status/1244951830423093249Â â€¦
,Negative,"pak klu mau dibebaskan saya tidak sepakat, klu pemerintah memulangkan kembali kekeluarganya selama covid-19 masih ada di indonesia ini saya sepakat pak, setelah covid-19 musnah dan sudah stabil, para koruptornya di jmput kembali dan melanjutkan hukumannya. saya rasa itu  lbh baik"
,Positive,Pak Harto berjasa u/Indonesia.....begitu jg byng Karno.....dan beliau2 sdh selesai....sdh purna tugas....gak usah lg bermemory ....skrang di dpn mata ada pendemi covid-19....bantu pemerintah....gak usah koar2 PKI...PKI udah dibubarin Pak Harto....
,Positive,Pak FZ pemerintah Indonesia cukup sigap menekan persebaran covid-19 _ lihat data berikut jgn melulu nyinyir. Justru pandemi kedunguan itu harus segera di eliminir dari DPR. Emg tupoksi anggota dewan itu hrs nyinyir terus-menerus? @Gerindrapic.twitter.com/aItsfwgfSY
,Negative,Pak de emang the best. Covid-19 lagi tamasya pak de dari orang ke orang  Semoga Kebijakan pemerintah Benar" bisa mengamankan indonesia
,Negative,"Pak @ridwankamil @aniesbaswedan @ganjarpranowo atau siapapun yg akan memimpin indonesia ke depannya tolong jadikan pandemi ini pelajaran ya, jgn sampai kita semua tidak siap dengan dampak dari climate change. Karena gaakan ada kata lockdown atau karantina wilayah utk hal ini.. https://twitter.com/cjakaa/status/1248160020358807554Â â€¦"
,Negative,"Pak @ridwankamil @aniesbaswedan @ganjarpranowo atau siapapun yg akan memimpin indonesia ke depannya tolong jadikan pandemi ini pelajaran ya, jgn sampai kita semua tidak siap dengan dampak dari climate change. Karena gaakan ada kata lockdown atau karantina wilayah utk hal ini.. https://twitter.com/cjakaa/status/1248160020358807554Â â€¦"
,Neutral,"Pak @jokowi salah satu cara pemerintah mengalokasikan dana utk kebutuhan penanganan COVID 19 adalah dengan mengalihkan dana perjalanan dinas & pertemuan-pertemuan di hotel, jika se Indonesia bisa triliunan jlhnya dan buat kebijakan mengambil zakat bagi para ANS dan Anggota Dewan"
,Negative,Pak @jokowi kalo nggak mau nge lockdown se Indonesia biarin pemerintah daerahnya me lockdown daerah nya sendiri bukannya itu malah baik dan mengurangi penyebaran covid 19? Saya sering tidak habis pikir pak.
,Negative,Pak @jokowi Dampak manis dari lockdown wuhan. Ekonomi cepat pulih. https://m.detik.com/finance/foto-bisnis/d-4969541/stasiun-bandara-wuhan-ramai-penumpang-usai-lockdown-berakhir/3/#photosÂ â€¦
,Neutral,"Pak @jokowi  Usul: Drpd lockdown, serta tdk boleh mudik, cara lain adalah kewajiban memakai masker bagi semua orang di tempat umum, semua orang tanpa kecuali. Ini utk ngurangi komplikasi dampak ekonomi dan sosial yg sangat rumit.  @KemenkesRI @DivHumas_Polri @BNPB_Indonesia"
,Neutral,"Pak @jokowi  Usul: Drpd lockdown, serta tdk boleh mudik, cara lain adalah kewajiban memakai masker bagi semua orang di tempat umum, semua orang tanpa kecuali. Ini utk ngurangi komplikasi dampak ekonomi dan sosial yg sangat rumit.  @KemenkesRI @DivHumas_Polri @BNPB_Indonesia"
,Neutral,"Pak @jokowi  Usul: Drpd lockdown, serta tdk boleh mudik, cara lain adalah kewajiban memakai masker bagi semua orang di tempat umum, semua orang tanpa kecuali. Ini utk ngurangi komplikasi dampak ekonomi dan sosial yg sangat rumit.  @kemenhub151 @DivHumas_Polri @BNPB_Indonesia"
,Neutral,"Pak @jokowi  Usul: Drpd lockdown, serta tdk boleh mudik cara lain adalah kewajiban memakai masker bagi semua orang di tempat umum, semua orang tanpa kecuali Ini utk ngurangi komplikasi dampak ekonomi dan sosial yg sangat rumit & mahal @kemenhub151 @DivHumas_Polri @BNPB_Indonesia"
,Neutral,"Pak @jokowi  Usul: Drpd lockdown, serta tdk boleh mudik cara lain adalah kewajiban memakai masker bagi semua orang di tempat umum, semua orang tanpa kecuali Ini utk ngurangi komplikasi dampak ekonomi dan sosial yg sangat rumit & mahal @kemenhub151 @DivHumas_Polri @BNPB_Indonesia"
,Negative,"Paham stafsus ga ngaruh. Buat @AdamasBelva sbg ordal lebih tau awalnya pemerintah meremehkan adanya bahaya Covid-19, menteri2 slebor, sampai diingatkan WHO, justru buzzeRr peliharaan gunakan lilin utk bakar keadaan. Sekarang waktunya buzzeRr2 itu dibubarkan, pasti Indonesia damai"
,Negative,paham gak sih kaya udah capek sama ulah pemerintah. rakyat indonesia udah terlalu baik hati galang dana ampe triliun te-riliun untuk covid-19. jangan sampe ya pemerintah kehilangan kesabaran para rakyat yang baik hati ini.
,Negative,"Paham banget kalau Indonesia lockdown dampak ekonominya bakal panjang.  But seriously, kita harus bertaruh nih antara duit tetep masuk dengan kemungkinan virus menyebar tidak terkontrol dari berbagai sumber? Itali dengam sanitasi terbaik di Eropa aja kewalahan."
,Positive,Pagi mbabro & masbro... Keseriusan pemerintah agar UMKM naik kelas tidak main-main. Hulu dan hilir benar-benar dipersiapkan agar UMKM Indonesia naik kelas dan bertahan di tengah pandemi Covid-19 yg menyerang dunia. pic.twitter.com/ThS77aOdM0
,Positive,"Padahal Negativeara lain yang terkena dampak lockdown pasti sedih banget, berharap Negativearanya ngga di lockdown. Beda dengan Indonesia, malah minta di lockdown. Warga Indonesia belum mengerti sepenuhnya dampak dari lockdown bagi kebutuhan mereka dan tentunya perekonomian Negativeara."
,Positive,"padahal harus #SocialDistancing untuk menghindari keramaian buat mencegah virus Covid-19 tapi di Indonesia malah dibuat ajang liburan corona. Nanti pas terjangkit virus nya malah nyalahin pemerintah, bilang gk melakukan pencegahan.. https://twitter.com/recehrecehvideo/status/1240077632739225600Â â€¦"
,Negative,"Padahal DKI itu termasuk satu dari segelintir provinsi yang siap jika harus lockdown. Dampak ekonomi ke depan, tanpa lockdown, bisa lebih disastrous padahal. "
,Negative,"Padahal diminta jangan panik oleh pemerintah, tetapi ketidak siapan RS di Indonesia menangani Covid-19 membuat masyarakat tambah panik. "
,Negative,"Padahal dampak diberlakulannya omnibuslaw lebih mengerikan buat ekonomi Indonesia dibanding lockdown. Eh buat ekonomi rakyat kecil Indonesia maksudnya. Penanam modal/investor, pejabat sekalipun si pada doyan.  Fuck! https://twitter.com/detikcom/status/1241738970796642306Â â€¦"
,Negative,"Pada waktu2 terbaik utk antisipasi itu,  pemerintah justru sibuk dagelan :  - Terus datangkan TKA dari cina - Indonesia tak mempan virus corona - Covid-19 sembuh sendiri - Infokan kasus covid-19  hanya bikin kepanikan - Orang sehat tak perlu masker - bla bla bla.. https://twitter.com/tempodotco/status/1243383902049193989Â â€¦"
,Positive,"pada gampang banget dah ngomong lockdown. padahal semua ada rute-nya. bukan ngomongin gaada kemanusiaanya, tapi dampak setelah lockdown juga bahaya. bahkan lebih bahaya daripada corona sedangkan, Negativeara kita ini emang bisa dibilang belum siap buat nerapin lockdown"
,Positive,Pa Jokowi pasti telah banyak melakukan simulasi Lockdown total wilayah ini dan melihat apa dampak yang akan terjadi.Makanya Pa Jokowi ga akan melakukannya.      https://m.cnnindonesia.com/nasional/20200329121914-20-487985/mui-sarankan-jokowi-segera-lockdown-total-indonesiaÂ â€¦
,Positive,Otaknya dipantat yg divideo itu..tangkap org itu pa polisi..gk ngrti dampak yg sngt buruk dri lockdown..hingga mau jd profokator..
,Negative,"Otak pakek! Kalo dibiarin tanpa lockdown, kerugian jauh lebih besar termsk dampak ekonominya. Buat apa uang? Ini urusan nyawa. https://twitter.com/kumparan/status/1241625673543770112Â â€¦"
,Positive,"Orang2 pada heran dengan angka statistik Covid-19 di Indonesia. Padahal kan Pak Yuri udah bilang di channel Om Deddy kalo pemerintah emang mengatur data, tapi mereka juga ga akan bohong. Jadi menurut gw emang datanya bakal dikeluarin dikit2 aja sesuai keadaan yg diinginkan~"
,Positive,"Orang"" seperti ini sebenernya udah paham dampak lockdown jika diterapkan di Indonesia, ketika pada masanya Negativeara sudah chaos dan lumpuh karena lockdown corona, mereka akan lantang berteriak ""tinggalkan sistem gagal thogut, kembali pada fitrah illahiah, tegakkan khilafah"""
,Positive,"Orang orang indonesia ini pada kenapa ya, punya otak tapi ga di pake, di liburin 2 minggu malah liburan, nyuri hand sanitizer di rumah sakit, gapeduli sama upaya pemerintah meminimalisir  penyebaran covid-19, giliran pada kena aja congor tu nyalahin pemerintah, ngentot"
,Negative,"Orang kaya kabur ke luar Negativeeri, tujuannya apa? Aman dari #Covid_19 ? Bukan itu tujuannya, tapi di luar Negativeeri jelas kebijakannya. Penanganannya profesional, jadi mereka lebih aman tinggal di luar Negativeeri. Di Indonesia? Hoax membuat panik, pemerintah terkesan bingung"
,Positive,"orang indonesia.. komentarin pemerintah karna katanya gaada upaya buat nanggulangin covid-19, giliran ada upaya dari pemerintah disuru diem dirumah malah pergi2an gapenting, hadeh"
,Positive,"Orang indonesia masih banyak bgt yg batu & ngentengin covid-19 Berdoa sm Allah oke, tp ikhtiar tetep maksimal atuh  Jgn sok ngide masih rame2 sholat jamaah di masjid kalo udh ada himbauan dari pemerintah buat sholat di rumah. Curiga yg sok ngide biasanya gapernah ke masjid neh"
,Positive,ORang indonesia  tuh pd  kenapasih. Nyalahin pemerintah no 1 tapi dia sendiri yang tidak menjaga dirinya dengan baik. Mending dia aja yg kena. Apa gak mikir ntar nular gimana? Parno bgt dah gw sama virus COVID-19 tapi liat kelakuan mereka bikin ngelus dada https://twitter.com/JeromePolin/status/1239083552106352641Â â€¦
,Positive,"Orang Arab/Mesir tunduk kepada pemerintahnya, sehingga orang yang terinveksi COVID-19 bisa dibilang tidak ada. Lah, kita, di Indonesia? Kebanyakan orang-orang ngArab yang nggak mau patuh sama pemerintah. Jadinya Indonesia masuk 5 besar penularan COVID-19. Ngeyel, sih!"
,Positive,"Orang Arab/Mesir tunduk kepada pemerintahnya, sehingga orang yang terinveksi COVID-19 bisa dibilang tidak ada. Lah, kita, di Indonesia? Kebanyakan orang-orang ngArab yang nggak mau patuh sama pemerintah. Jadinya Indonesia masuk 5 besar penularan COVID-19. Ngeyel, sih!"
,Positive,"Opsi Pemerintah untuk memberlakukan Pembatasan Sosial Berskala Besar sudah tepat , bagi daerah yang tingkat penyebaran wabah Covid 19 nya tinggi , Tepat bila dilihat dari aspek ekonomi maupun karateristik masyarakat Indonesia,yang penuh ragam sosial dan budaya pic.twitter.com/Pb3uL8erdR"
,Neutral,"Opsi lockdown, pemerintah harus menjamin semua ini. Adil bagi semua. Kalaupun tdk lockdown semoga ada opsi yg paling baik dlm pencegahan corona ini termasuk dr segi dampak sosial masyarakat"
,Positive,"OPositiveisi yg mn ooo yg bisanya cuma nyinyir pd pem gak bisa beri solusi bahkan serukan lock down tapi gak tahu dampak nya bagi masyarakat kecil, mereka yg nyinyir kebanyakan berduit hanya pikirkan diri sendiri aja"
,Positive,"OPositiveisi yg mn ooo yg bisanya cuma nyinyir pd pem gak bisa beri solusi bahkan serukan lock down tapi gak tahu dampak nya bagi masyarakat kecil, mereka yg nyinyir kebanyakan berduit hanya pikirkan diri sendiri aja"
,Positive,oPositiveisi hanya bisa ber koar koar lockdown. tetapi apabila terjadi dampak yg buruk mereka akan demo ber silid silid. .jangan terpancing. #DukungJokowiBasmiCorona https://nasional.sindonews.com/newsread/1556677/15/korban-corona-melonjak-pks-desak-jokowi-lakukan-lockcdown-parsial-1584205913?__twitter_impression=trueÂ â€¦
,Negative,"Omnibus-Law dan covid-19 sama bahayanya untuk seluruh rakyat Indonesia. Setelah banyak pergerakan ttg omnibus-law, pemerintah baru menyatakan bahwa Indonesia Positiveitif covid-19, tetap lawan OMNIBUS-LAW dari RUMAH #LockdownDPR #TolakOmnibusLaw #dirumahaja"
,Negative,"oke. setelah dikulik-kulik, memang pemerintah indonesia terlihat menyepelekan covid-19. bahkan tidak siap menghadapi covid-19. tapi tolonglah, men. ini bukan waktunya buat nyalah2in pemerintah tentang ketidaksiapan indonesia ngehadepin covid-19."
,Negative,"Okay, jadi gini... Ada yang mulai muak ga sama pemerintah Indonesia yang kaga tegas bikin kebijakan... Terserah mau baca atau kaga, ini hanya curhatan hati warga yang takut ama COVID-19"
,Neutral,"Okay guys let's have a deep conversation.   Jadi, banyak masyarakat Indonesia yang bilang kebijakan pemerintah gak melakukan lockdown adalah karena dampak ekonomi. In my opinion, ya gak papa sih. But some people said that, ekononi teroosss, rakyatmu pada sekarat yang dipikirin..."
,Negative,"Ojol lagi ojol lagi, pemerintah kenapa fokus bantu ojol terus?. Rakyat Indonesia yg kena dampak lockdown bukan cma ojol. Wajar aja kecemburuan sosial makin membesar"
,Negative,Ntah kenapa pesimis banget sama Indonesia dalam penanganan Covid-19. Ga dari pemerintah ataupun individunya sendiri.
,Negative,Niki pak.. dampak zona merah tidak di LOCKDOWN...   Malah menyebar!!!! pic.twitter.com/QFKsVUfvMe
,Negative,Niki pak.. dampak zona merah tidak di LOCKDOWN...   Malah menyebar!!!! pic.twitter.com/QFKsVUfvMe
,Negative,ni salah satucontoh akibat ga ada lockdown org bebas kemana2 virusny jd nyebar kemana2 jgn sok peduli dampak apa lagi hnya dampak ekonomi duit doku klw nyawa taruhan nya mungkin lu kekeh ga mau lockdown takut usaha lu bangkrut gitu.! gue mikir kelangsungan hidup anak turunan gua! pic.twitter.com/ggnRmk6erf
,Negative,"Ngutang mulu yang di pentingin, Kami rakyat indonesia terancam virus ini akibat pemerintah slalu menyambut turisÂ² luar terutama China, padahal Covid_19 udh menyebar banyak di Negativeara lain, dan pada akhir nya apa, indonesia jadi kena juga kan!!!!    Sangat tidak bijakkk!!!"
